Times;CH3 CH 3;CH4 CH 4;CH5 CH 5;CH6 CH 6;CH7 CH 7;CH8 CH 8
928.388 764 ms;0;0;1;0;1;0
928.390 934 ms;0;0;1;0;0;0
928.391 644 ms;0;0;0;0;0;0
928.474 304 ms;0;0;0;0;1;0
928.475 034 ms;0;0;1;0;1;0
928.477 194 ms;0;0;1;0;0;0
928.477 904 ms;0;0;0;0;0;0
928.493 604 ms;0;0;0;0;1;0
928.494 324 ms;0;0;1;0;1;0
928.494 384 ms;1;0;1;0;1;0
928.498 564 ms;1;0;1;0;0;0
928.499 274 ms;1;0;0;0;0;0
928.499 334 ms;0;0;0;0;0;0
928.560 564 ms;0;0;0;0;1;0
928.561 294 ms;0;0;1;0;1;0
928.563 464 ms;0;0;1;0;0;0
928.564 174 ms;0;0;0;0;0;0
928.629 584 ms;0;0;0;0;1;0
928.630 314 ms;0;0;1;0;1;0
928.632 474 ms;0;0;1;0;0;0
928.633 184 ms;0;0;0;0;0;0
928.733 104 ms;0;0;0;0;1;0
928.733 834 ms;0;0;1;0;1;0
928.735 994 ms;0;0;1;0;0;0
928.736 714 ms;0;0;0;0;0;0
928.770 734 ms;0;0;0;0;1;0
928.771 464 ms;0;0;1;0;1;0
928.771 524 ms;1;0;1;0;1;0
928.775 714 ms;1;0;1;0;0;0
928.776 424 ms;1;0;0;0;0;0
928.776 484 ms;0;0;0;0;0;0
928.819 364 ms;0;0;0;0;1;0
928.820 094 ms;0;0;1;0;1;0
928.822 264 ms;0;0;1;0;0;0
928.822 974 ms;0;0;0;0;0;0
928.850 304 ms;0;0;0;0;1;0
928.851 034 ms;0;0;1;0;1;0
928.852 994 ms;0;0;1;0;0;0
928.853 714 ms;0;0;0;0;0;0
928.905 634 ms;0;0;0;0;1;0
928.906 364 ms;0;0;1;0;1;0
928.908 524 ms;0;0;1;0;0;0
928.909 244 ms;0;0;0;0;0;0
928.974 644 ms;0;0;0;0;1;0
928.975 374 ms;0;0;1;0;1;0
928.977 544 ms;0;0;1;0;0;0
928.978 254 ms;0;0;0;0;0;0
929.047 874 ms;0;0;0;0;1;0
929.048 604 ms;0;0;1;0;1;0
929.048 664 ms;1;0;1;0;1;0
929.052 834 ms;1;0;1;0;0;0
929.053 554 ms;1;0;0;0;0;0
929.053 614 ms;0;0;0;0;0;0
929.078 164 ms;0;0;0;0;1;0
929.078 894 ms;0;0;1;0;1;0
929.081 054 ms;0;0;1;0;0;0
929.081 774 ms;0;0;0;0;0;0
929.164 434 ms;0;0;0;0;1;0
929.165 164 ms;0;0;1;0;1;0
929.167 324 ms;0;0;1;0;0;0
929.168 044 ms;0;0;0;0;0;0
929.250 694 ms;0;0;0;0;1;0
929.251 424 ms;0;0;1;0;1;0
929.253 594 ms;0;0;1;0;0;0
929.254 304 ms;0;0;0;0;0;0
929.325 014 ms;0;0;0;0;1;0
929.325 734 ms;0;0;1;0;1;0
929.325 794 ms;1;0;1;0;1;0
929.332 344 ms;1;0;1;0;0;0
929.333 054 ms;1;0;0;0;0;0
929.333 114 ms;0;0;0;0;0;0
929.336 964 ms;0;0;0;0;1;0
929.337 694 ms;0;0;1;0;1;0
929.339 864 ms;0;0;1;0;0;0
929.340 574 ms;0;0;0;0;0;0
929.422 844 ms;0;0;0;0;1;0
929.423 574 ms;0;0;1;0;1;0
929.425 544 ms;0;0;1;0;0;0
929.426 254 ms;0;0;0;0;0;0
929.427 774 ms;0;0;0;0;1;0
929.428 504 ms;0;0;1;0;1;0
929.430 664 ms;0;0;1;0;0;0
929.431 374 ms;0;0;0;0;0;0
929.493 604 ms;0;0;0;0;1;0
929.494 334 ms;0;0;1;0;1;0
929.496 494 ms;0;0;1;0;0;0
929.497 204 ms;0;0;0;0;0;0
929.597 124 ms;0;0;0;0;1;0
929.597 844 ms;0;0;1;0;1;0
929.600 014 ms;0;0;1;0;0;0
929.600 734 ms;0;0;0;0;0;0
929.602 114 ms;0;0;0;0;1;0
929.602 844 ms;0;0;1;0;1;0
929.602 904 ms;1;0;1;0;1;0
929.609 434 ms;1;0;1;0;0;0
929.610 154 ms;1;0;0;0;0;0
929.610 214 ms;0;0;0;0;0;0
929.635 714 ms;0;0;0;0;1;0
929.636 444 ms;0;0;1;0;1;0
929.636 474 ms;0;1;1;0;1;0
929.638 674 ms;0;1;1;0;0;0
929.639 384 ms;0;1;0;0;0;0
929.639 424 ms;0;0;0;0;0;0
929.683 394 ms;0;0;0;0;1;0
929.684 114 ms;0;0;1;0;1;0
929.686 274 ms;0;0;1;0;0;0
929.686 994 ms;0;0;0;0;0;0
929.688 184 ms;0;0;0;0;1;0
929.688 914 ms;0;0;1;0;1;0
929.688 944 ms;0;1;1;0;1;0
929.691 794 ms;0;1;1;0;0;0
929.692 514 ms;0;1;0;0;0;0
929.692 544 ms;0;0;0;0;0;0
929.706 124 ms;0;0;0;0;1;0
929.706 854 ms;0;0;1;0;1;0
929.706 884 ms;0;1;1;0;1;0
929.708 464 ms;0;1;1;0;0;0
929.709 174 ms;0;1;0;0;0;0
929.709 214 ms;0;0;0;0;0;0
929.749 664 ms;0;0;0;0;1;0
929.750 394 ms;0;0;1;0;1;0
929.750 424 ms;0;1;1;0;1;0
929.755 734 ms;0;1;1;0;0;0
929.756 454 ms;0;1;0;0;0;0
929.756 484 ms;0;0;0;0;0;0
929.757 954 ms;0;0;0;0;1;0
929.758 684 ms;0;0;1;0;1;0
929.758 714 ms;0;1;1;0;1;0
929.772 364 ms;0;1;1;0;0;0
929.773 074 ms;0;1;0;0;0;0
929.773 114 ms;0;0;0;0;0;0
929.774 604 ms;0;0;0;0;1;0
929.775 334 ms;0;0;1;0;1;0
929.777 504 ms;0;0;1;0;0;0
929.778 214 ms;0;0;0;0;0;0
929.779 714 ms;0;0;0;0;1;0
929.780 474 ms;0;1;0;0;1;0
929.780 494 ms;1;1;0;0;1;0
929.840 204 ms;1;1;0;0;1;1
929.840 414 ms;1;1;0;0;0;1
929.841 134 ms;1;1;1;0;0;1
929.841 174 ms;1;0;1;0;0;1
929.841 204 ms;0;0;1;0;0;1
929.843 094 ms;0;0;1;0;0;0
929.843 294 ms;0;0;1;0;1;0
929.844 014 ms;0;0;0;0;1;0
929.844 044 ms;0;1;0;0;1;0
929.844 064 ms;1;1;0;0;1;0
929.879 054 ms;1;1;0;0;1;1
929.879 264 ms;1;1;0;0;0;1
929.879 984 ms;1;1;1;0;0;1
929.880 024 ms;1;0;1;0;0;1
929.884 364 ms;1;0;1;0;0;0
929.884 554 ms;1;0;1;0;1;0
929.885 284 ms;1;0;0;0;1;0
929.885 304 ms;1;1;0;0;1;0
929.935 104 ms;1;1;0;0;1;1
929.935 314 ms;1;1;0;0;0;1
929.936 034 ms;1;1;1;0;0;1
929.936 074 ms;1;0;1;0;0;1
929.936 094 ms;0;0;1;0;0;1
929.937 994 ms;0;0;1;0;0;0
929.938 194 ms;0;0;1;0;1;0
929.938 904 ms;0;0;0;0;1;0
929.938 934 ms;0;1;0;0;1;0
929.938 954 ms;1;1;0;0;1;0
929.995 144 ms;1;1;0;0;1;1
929.995 354 ms;1;1;0;0;0;1
929.996 074 ms;1;1;1;0;0;1
929.996 114 ms;1;0;1;0;0;1
929.996 144 ms;0;0;1;0;0;1
929.997 834 ms;0;0;1;0;0;0
929.998 034 ms;0;0;1;0;1;0
929.998 754 ms;0;0;0;0;1;0
929.998 774 ms;0;1;0;0;1;0
929.998 794 ms;1;1;0;0;1;0
930.021 364 ms;1;1;0;0;1;1
930.021 574 ms;1;1;0;0;0;1
930.022 294 ms;1;1;1;0;0;1
930.022 334 ms;1;0;1;0;0;1
930.022 354 ms;0;0;1;0;0;1
930.024 264 ms;0;0;1;0;0;0
930.024 454 ms;0;0;1;0;1;0
930.025 184 ms;0;0;0;0;1;0
930.025 204 ms;0;1;0;0;1;0
930.025 224 ms;1;1;0;0;1;0
930.052 974 ms;1;1;0;0;0;0
930.053 714 ms;1;0;0;0;0;0
930.053 734 ms;0;0;0;0;0;0
930.056 104 ms;0;0;0;0;1;0
930.056 834 ms;0;0;1;0;1;0
930.059 004 ms;0;0;1;0;0;0
930.059 714 ms;0;0;0;0;0;0
930.156 424 ms;0;0;0;0;1;0
930.157 154 ms;0;0;1;0;1;0
930.157 214 ms;1;0;1;0;1;0
930.161 384 ms;1;0;1;0;0;0
930.162 104 ms;1;0;0;0;0;0
930.162 164 ms;0;0;0;0;0;0
930.202 754 ms;0;0;0;0;1;0
930.203 484 ms;0;0;1;0;1;0
930.205 654 ms;0;0;1;0;0;0
930.206 364 ms;0;0;0;0;0;0
930.263 144 ms;0;0;0;0;1;0
930.263 874 ms;0;0;1;0;1;0
930.266 044 ms;0;0;1;0;0;0
930.266 754 ms;0;0;0;0;0;0
930.375 294 ms;0;0;0;0;1;0
930.376 014 ms;0;0;1;0;1;0
930.378 184 ms;0;0;1;0;0;0
930.378 894 ms;0;0;0;0;0;0
930.433 564 ms;0;0;0;0;1;0
930.434 294 ms;0;0;1;0;1;0
930.434 354 ms;1;0;1;0;1;0
930.438 544 ms;1;0;1;0;0;0
930.439 254 ms;1;0;0;0;0;0
930.439 314 ms;0;0;0;0;0;0
930.461 564 ms;0;0;0;0;1;0
930.462 284 ms;0;0;1;0;1;0
930.464 454 ms;0;0;1;0;0;0
930.465 164 ms;0;0;0;0;0;0
930.547 824 ms;0;0;0;0;1;0
930.548 554 ms;0;0;1;0;1;0
930.550 714 ms;0;0;1;0;0;0
930.551 424 ms;0;0;0;0;0;0
930.567 904 ms;0;0;0;0;1;0
930.568 634 ms;0;0;1;0;1;0
930.570 594 ms;0;0;1;0;0;0
930.571 304 ms;0;0;0;0;0;0
930.608 204 ms;0;0;0;0;1;0
930.608 934 ms;0;0;1;0;1;0
930.611 104 ms;0;0;1;0;0;0
930.611 814 ms;0;0;0;0;0;0
930.710 704 ms;0;0;0;0;1;0
930.711 434 ms;0;0;1;0;1;0
930.711 494 ms;1;0;1;0;1;0
930.715 664 ms;1;0;1;0;0;0
930.716 374 ms;1;0;0;0;0;0
930.716 444 ms;0;0;0;0;0;0
930.717 924 ms;0;0;0;0;1;0
930.718 654 ms;0;0;1;0;1;0
930.720 824 ms;0;0;1;0;0;0
930.721 534 ms;0;0;0;0;0;0
930.797 994 ms;0;0;0;0;1;0
930.798 724 ms;0;0;1;0;1;0
930.800 894 ms;0;0;1;0;0;0
930.801 604 ms;0;0;0;0;0;0
930.892 884 ms;0;0;0;0;1;0
930.893 614 ms;0;0;1;0;1;0
930.895 784 ms;0;0;1;0;0;0
930.896 494 ms;0;0;0;0;0;0
930.979 154 ms;0;0;0;0;1;0
930.979 884 ms;0;0;1;0;1;0
930.982 044 ms;0;0;1;0;0;0
930.982 754 ms;0;0;0;0;0;0
930.987 834 ms;0;0;0;0;1;0
930.988 564 ms;0;0;1;0;1;0
930.988 624 ms;1;0;1;0;1;0
930.992 814 ms;1;0;1;0;0;0
930.993 534 ms;1;0;0;0;0;0
930.993 594 ms;0;0;0;0;0;0
931.065 424 ms;0;0;0;0;1;0
931.066 154 ms;0;0;1;0;1;0
931.068 314 ms;0;0;1;0;0;0
931.069 034 ms;0;0;0;0;0;0
931.140 434 ms;0;0;0;0;1;0
931.141 164 ms;0;0;1;0;1;0
931.143 124 ms;0;0;1;0;0;0
931.143 834 ms;0;0;0;0;0;0
931.151 684 ms;0;0;0;0;1;0
931.152 414 ms;0;0;1;0;1;0
931.154 584 ms;0;0;1;0;0;0
931.155 294 ms;0;0;0;0;0;0
931.211 264 ms;0;0;0;0;1;0
931.211 984 ms;0;0;1;0;1;0
931.212 014 ms;0;1;1;0;1;0
931.214 224 ms;0;1;1;0;0;0
931.214 944 ms;0;1;0;0;0;0
931.214 974 ms;0;0;0;0;0;0
931.237 954 ms;0;0;0;0;1;0
931.238 684 ms;0;0;1;0;1;0
931.240 844 ms;0;0;1;0;0;0
931.241 564 ms;0;0;0;0;0;0
931.264 974 ms;0;0;0;0;1;0
931.265 704 ms;0;0;1;0;1;0
931.265 764 ms;1;0;1;0;1;0
931.269 934 ms;1;0;1;0;0;0
931.270 654 ms;1;0;0;0;0;0
931.270 714 ms;0;0;0;0;0;0
931.281 674 ms;0;0;0;0;1;0
931.282 404 ms;0;0;1;0;1;0
931.282 434 ms;0;1;1;0;1;0
931.284 004 ms;0;1;1;0;0;0
931.284 724 ms;0;1;0;0;0;0
931.284 754 ms;0;0;0;0;0;0
931.324 224 ms;0;0;0;0;1;0
931.324 944 ms;0;0;1;0;1;0
931.327 114 ms;0;0;1;0;0;0
931.327 834 ms;0;0;0;0;0;0
931.410 484 ms;0;0;0;0;1;0
931.411 214 ms;0;0;1;0;1;0
931.413 374 ms;0;0;1;0;0;0
931.414 094 ms;0;0;0;0;0;0
931.496 754 ms;0;0;0;0;1;0
931.497 484 ms;0;0;1;0;1;0
931.499 644 ms;0;0;1;0;0;0
931.500 364 ms;0;0;0;0;0;0
931.514 004 ms;0;0;0;0;1;0
931.514 734 ms;0;0;1;0;1;0
931.516 904 ms;0;0;1;0;0;0
931.517 614 ms;0;0;0;0;0;0
931.542 114 ms;0;0;0;0;1;0
931.542 844 ms;0;0;1;0;1;0
931.542 904 ms;1;0;1;0;1;0
931.547 094 ms;1;0;1;0;0;0
931.547 804 ms;1;0;0;0;0;0
931.547 864 ms;0;0;0;0;0;0
931.652 034 ms;0;0;0;0;1;0
931.652 764 ms;0;0;1;0;1;0
931.654 924 ms;0;0;1;0;0;0
931.655 644 ms;0;0;0;0;0;0
931.712 964 ms;0;0;0;0;1;0
931.713 694 ms;0;0;1;0;1;0
931.715 654 ms;0;0;1;0;0;0
931.716 364 ms;0;0;0;0;0;0
931.755 554 ms;0;0;0;0;1;0
931.756 284 ms;0;0;1;0;1;0
931.758 444 ms;0;0;1;0;0;0
931.759 164 ms;0;0;0;0;0;0
931.819 254 ms;0;0;0;0;1;0
931.819 984 ms;0;0;1;0;1;0
931.820 034 ms;1;0;1;0;1;0
931.824 214 ms;1;0;1;0;0;0
931.824 924 ms;1;0;0;0;0;0
931.824 984 ms;0;0;0;0;0;0
931.841 824 ms;0;0;0;0;1;0
931.842 554 ms;0;0;1;0;1;0
931.844 714 ms;0;0;1;0;0;0
931.845 424 ms;0;0;0;0;0;0
931.928 084 ms;0;0;0;0;1;0
931.928 814 ms;0;0;1;0;1;0
931.930 984 ms;0;0;1;0;0;0
931.931 694 ms;0;0;0;0;0;0
932.014 354 ms;0;0;0;0;1;0
932.015 084 ms;0;0;1;0;1;0
932.017 244 ms;0;0;1;0;0;0
932.017 954 ms;0;0;0;0;0;0
932.096 394 ms;0;0;0;0;1;0
932.097 124 ms;0;0;1;0;1;0
932.097 184 ms;1;0;1;0;1;0
932.101 374 ms;1;0;1;0;0;0
932.102 084 ms;1;0;0;0;0;0
932.102 144 ms;0;0;0;0;0;0
932.103 634 ms;0;0;0;0;1;0
932.104 354 ms;0;0;1;0;1;0
932.106 524 ms;0;0;1;0;0;0
932.107 234 ms;0;0;0;0;0;0
932.186 884 ms;0;0;0;0;1;0
932.187 614 ms;0;0;1;0;1;0
932.189 774 ms;0;0;1;0;0;0
932.190 484 ms;0;0;0;0;0;0
932.273 154 ms;0;0;0;0;1;0
932.273 874 ms;0;0;1;0;1;0
932.276 044 ms;0;0;1;0;0;0
932.276 764 ms;0;0;0;0;0;0
932.285 494 ms;0;0;0;0;1;0
932.286 224 ms;0;0;1;0;1;0
932.288 184 ms;0;0;1;0;0;0
932.288 894 ms;0;0;0;0;0;0
932.359 414 ms;0;0;0;0;1;0
932.360 144 ms;0;0;1;0;1;0
932.362 304 ms;0;0;1;0;0;0
932.363 024 ms;0;0;0;0;0;0
932.373 524 ms;0;0;0;0;1;0
932.374 254 ms;0;0;1;0;1;0
932.374 314 ms;1;0;1;0;1;0
932.378 494 ms;1;0;1;0;0;0
932.379 204 ms;1;0;0;0;0;0
932.379 264 ms;0;0;0;0;0;0
932.380 754 ms;0;0;0;0;1;0
932.381 484 ms;0;0;1;0;1;0
932.383 654 ms;0;0;1;0;0;0
932.384 364 ms;0;0;0;0;0;0
932.388 564 ms;0;0;0;0;1;0
932.389 294 ms;0;0;1;0;1;0
932.389 324 ms;0;1;1;0;1;0
932.391 534 ms;0;1;1;0;0;0
932.392 244 ms;0;1;0;0;0;0
932.392 284 ms;0;0;0;0;0;0
932.458 984 ms;0;0;0;0;1;0
932.459 714 ms;0;0;1;0;1;0
932.459 734 ms;0;1;1;0;1;0
932.461 314 ms;0;1;1;0;0;0
932.462 034 ms;0;1;0;0;0;0
932.462 064 ms;0;0;0;0;0;0
932.531 954 ms;0;0;0;0;1;0
932.532 684 ms;0;0;1;0;1;0
932.534 844 ms;0;0;1;0;0;0
932.535 554 ms;0;0;0;0;0;0
932.618 214 ms;0;0;0;0;1;0
932.618 944 ms;0;0;1;0;1;0
932.621 114 ms;0;0;1;0;0;0
932.621 824 ms;0;0;0;0;0;0
932.650 664 ms;0;0;0;0;1;0
932.651 394 ms;0;0;1;0;1;0
932.651 454 ms;1;0;1;0;1;0
932.655 644 ms;1;0;1;0;0;0
932.656 364 ms;1;0;0;0;0;0
932.656 414 ms;0;0;0;0;0;0
932.704 484 ms;0;0;0;0;1;0
932.705 214 ms;0;0;1;0;1;0
932.707 374 ms;0;0;1;0;0;0
932.708 084 ms;0;0;0;0;0;0
932.790 754 ms;0;0;0;0;1;0
932.791 484 ms;0;0;1;0;1;0
932.793 644 ms;0;0;1;0;0;0
932.794 354 ms;0;0;0;0;0;0
932.858 014 ms;0;0;0;0;1;0
932.858 744 ms;0;0;1;0;1;0
932.860 714 ms;0;0;1;0;0;0
932.861 424 ms;0;0;0;0;0;0
932.877 014 ms;0;0;0;0;1;0
932.877 744 ms;0;0;1;0;1;0
932.879 914 ms;0;0;1;0;0;0
932.880 624 ms;0;0;0;0;0;0
932.927 804 ms;0;0;0;0;1;0
932.928 534 ms;0;0;1;0;1;0
932.928 594 ms;1;0;1;0;1;0
932.932 764 ms;1;0;1;0;0;0
932.933 474 ms;1;0;0;0;0;0
932.933 534 ms;0;0;0;0;0;0
932.963 284 ms;0;0;0;0;1;0
932.964 014 ms;0;0;1;0;1;0
932.965 944 ms;0;0;1;0;0;0
932.966 654 ms;0;0;0;0;0;0
933.204 944 ms;0;0;0;0;1;0
933.205 674 ms;0;0;1;0;1;0
933.205 734 ms;1;0;1;0;1;0
933.209 924 ms;1;0;1;0;0;0
933.210 634 ms;1;0;0;0;0;0
933.210 694 ms;0;0;0;0;0;0
933.430 544 ms;0;0;0;0;1;0
933.431 274 ms;0;0;1;0;1;0
933.433 244 ms;0;0;1;0;0;0
933.433 954 ms;0;0;0;0;0;0
933.482 074 ms;0;0;0;0;1;0
933.482 804 ms;0;0;1;0;1;0
933.482 864 ms;1;0;1;0;1;0
933.487 044 ms;1;0;1;0;0;0
933.487 754 ms;1;0;0;0;0;0
933.487 814 ms;0;0;0;0;0;0
933.759 224 ms;0;0;0;0;1;0
933.759 954 ms;0;0;1;0;1;0
933.760 004 ms;1;0;1;0;1;0
933.764 194 ms;1;0;1;0;0;0
933.764 914 ms;1;0;0;0;0;0
933.764 974 ms;0;0;0;0;0;0
933.996 064 ms;0;0;0;0;1;0
933.996 794 ms;0;0;1;0;1;0
933.996 824 ms;0;1;1;0;1;0
933.999 024 ms;0;1;1;0;0;0
933.999 744 ms;0;1;0;0;0;0
933.999 774 ms;0;0;0;0;0;0
934.003 074 ms;0;0;0;0;1;0
934.003 804 ms;0;0;1;0;1;0
934.005 774 ms;0;0;1;0;0;0
934.006 484 ms;0;0;0;0;0;0
934.036 354 ms;0;0;0;0;1;0
934.037 084 ms;0;0;1;0;1;0
934.037 144 ms;1;0;1;0;1;0
934.041 324 ms;1;0;1;0;0;0
934.042 034 ms;1;0;0;0;0;0
934.042 094 ms;0;0;0;0;0;0
934.093 084 ms;0;0;0;0;1;0
934.093 814 ms;0;0;1;0;1;0
934.093 844 ms;0;1;1;0;1;0
934.095 404 ms;0;1;1;0;0;0
934.096 114 ms;0;1;0;0;0;0
934.096 154 ms;0;0;0;0;0;0
934.313 494 ms;0;0;0;0;1;0
934.314 224 ms;0;0;1;0;1;0
934.314 284 ms;1;0;1;0;1;0
934.320 824 ms;1;0;1;0;0;0
934.321 544 ms;1;0;0;0;0;0
934.321 604 ms;0;0;0;0;0;0
934.575 604 ms;0;0;0;0;1;0
934.576 334 ms;0;0;1;0;1;0
934.578 304 ms;0;0;1;0;0;0
934.579 014 ms;0;0;0;0;0;0
934.590 634 ms;0;0;0;0;1;0
934.591 354 ms;0;0;1;0;1;0
934.591 424 ms;1;0;1;0;1;0
934.597 954 ms;1;0;1;0;0;0
934.598 664 ms;1;0;0;0;0;0
934.598 724 ms;0;0;0;0;0;0
934.687 784 ms;0;0;0;0;1;0
934.688 504 ms;0;0;1;0;1;0
934.688 544 ms;0;1;1;0;1;0
934.691 394 ms;0;1;1;0;0;0
934.692 104 ms;0;1;0;0;0;0
934.692 134 ms;0;0;0;0;0;0
934.749 684 ms;0;0;0;0;1;0
934.750 404 ms;0;0;1;0;1;0
934.750 444 ms;0;1;1;0;1;0
934.755 754 ms;0;1;1;0;0;0
934.756 474 ms;0;1;0;0;0;0
934.756 504 ms;0;0;0;0;0;0
934.757 984 ms;0;0;0;0;1;0
934.758 714 ms;0;0;1;0;1;0
934.758 734 ms;0;1;1;0;1;0
934.772 384 ms;0;1;1;0;0;0
934.773 094 ms;0;1;0;0;0;0
934.773 134 ms;0;0;0;0;0;0
934.774 604 ms;0;0;0;0;1;0
934.775 364 ms;0;1;0;0;1;0
934.775 384 ms;1;1;0;0;1;0
934.867 544 ms;1;1;0;0;1;1
934.867 744 ms;1;1;0;0;0;1
934.868 474 ms;1;1;1;0;0;1
934.868 514 ms;1;0;1;0;0;1
934.872 844 ms;1;0;1;0;0;0
934.873 044 ms;1;0;1;0;1;0
934.873 764 ms;1;0;0;0;1;0
934.873 784 ms;1;1;0;0;1;0
935.144 674 ms;1;1;0;0;1;1
935.144 884 ms;1;1;0;0;0;1
935.145 604 ms;1;1;1;0;0;1
935.145 644 ms;1;0;1;0;0;1
935.149 644 ms;1;0;1;0;0;0
935.149 834 ms;1;0;1;0;1;0
935.150 554 ms;1;0;0;0;1;0
935.150 584 ms;1;1;0;0;1;0
935.151 904 ms;1;1;0;0;1;1
935.152 114 ms;1;1;0;0;0;1
935.152 834 ms;1;1;1;0;0;1
935.152 874 ms;1;0;1;0;0;1
935.152 894 ms;0;0;1;0;0;1
935.154 594 ms;0;0;1;0;0;0
935.154 794 ms;0;0;1;0;1;0
935.155 514 ms;0;0;0;0;1;0
935.155 534 ms;0;1;0;0;1;0
935.155 554 ms;1;1;0;0;1;0
935.171 814 ms;1;1;0;0;1;1
935.172 024 ms;1;1;0;0;0;1
935.172 744 ms;1;1;1;0;0;1
935.172 784 ms;1;0;1;0;0;1
935.172 804 ms;0;0;1;0;0;1
935.174 704 ms;0;0;1;0;0;0
935.174 904 ms;0;0;1;0;1;0
935.175 624 ms;0;0;0;0;1;0
935.175 644 ms;0;1;0;0;1;0
935.175 664 ms;1;1;0;0;1;0
935.194 474 ms;1;1;0;0;1;1
935.194 694 ms;1;1;0;0;0;1
935.195 404 ms;1;1;1;0;0;1
935.195 444 ms;1;0;1;0;0;1
935.195 474 ms;0;0;1;0;0;1
935.197 374 ms;0;0;1;0;0;0
935.197 564 ms;0;0;1;0;1;0
935.198 284 ms;0;0;0;0;1;0
935.198 314 ms;0;1;0;0;1;0
935.198 334 ms;1;1;0;0;1;0
935.199 384 ms;1;1;0;0;1;1
935.199 584 ms;1;1;0;0;0;1
935.200 314 ms;1;1;1;0;0;1
935.200 374 ms;0;1;1;0;0;1
935.202 494 ms;0;1;1;0;0;0
935.202 694 ms;0;1;1;0;1;0
935.203 414 ms;0;1;0;0;1;0
935.203 464 ms;1;1;0;0;1;0
935.235 804 ms;1;1;0;0;1;1
935.236 014 ms;1;1;0;0;0;1
935.236 734 ms;1;1;1;0;0;1
935.236 764 ms;1;0;1;0;0;1
935.236 794 ms;0;0;1;0;0;1
935.238 694 ms;0;0;1;0;0;0
935.238 884 ms;0;0;1;0;1;0
935.239 614 ms;0;0;0;0;1;0
935.239 634 ms;0;1;0;0;1;0
935.239 654 ms;1;1;0;0;1;0
935.269 794 ms;1;1;0;0;1;1
935.270 004 ms;1;1;0;0;0;1
935.270 724 ms;1;1;1;0;0;1
935.270 794 ms;0;1;1;0;0;1
935.272 124 ms;0;1;1;0;0;0
935.272 324 ms;0;1;1;0;1;0
935.273 044 ms;0;1;0;0;1;0
935.273 094 ms;1;1;0;0;1;0
935.314 314 ms;1;1;0;0;1;1
935.314 524 ms;1;1;0;0;0;1
935.315 244 ms;1;1;1;0;0;1
935.315 274 ms;1;0;1;0;0;1
935.315 304 ms;0;0;1;0;0;1
935.317 204 ms;0;0;1;0;0;0
935.317 394 ms;0;0;1;0;1;0
935.318 124 ms;0;0;0;0;1;0
935.318 144 ms;0;1;0;0;1;0
935.318 164 ms;1;1;0;0;1;0
935.325 114 ms;1;1;0;0;0;0
935.325 864 ms;1;0;0;0;0;0
935.325 884 ms;0;0;0;0;0;0
935.422 044 ms;0;0;0;0;1;0
935.422 774 ms;0;0;1;0;1;0
935.422 834 ms;1;0;1;0;1;0
935.427 024 ms;1;0;1;0;0;0
935.427 734 ms;1;0;0;0;0;0
935.427 794 ms;0;0;0;0;0;0
935.513 894 ms;0;0;0;0;1;0
935.514 624 ms;0;0;1;0;1;0
935.516 784 ms;0;0;1;0;0;0
935.517 504 ms;0;0;0;0;0;0
935.600 164 ms;0;0;0;0;1;0
935.600 894 ms;0;0;1;0;1;0
935.603 054 ms;0;0;1;0;0;0
935.603 774 ms;0;0;0;0;0;0
935.686 424 ms;0;0;0;0;1;0
935.687 154 ms;0;0;1;0;1;0
935.689 324 ms;0;0;1;0;0;0
935.690 034 ms;0;0;0;0;0;0
935.699 184 ms;0;0;0;0;1;0
935.699 914 ms;0;0;1;0;1;0
935.699 974 ms;1;0;1;0;1;0
935.704 154 ms;1;0;1;0;0;0
935.704 864 ms;1;0;0;0;0;0
935.704 914 ms;0;0;0;0;0;0
935.720 664 ms;0;0;0;0;1;0
935.721 394 ms;0;0;1;0;1;0
935.723 354 ms;0;0;1;0;0;0
935.724 064 ms;0;0;0;0;0;0
935.772 694 ms;0;0;0;0;1;0
935.773 424 ms;0;0;1;0;1;0
935.775 584 ms;0;0;1;0;0;0
935.776 304 ms;0;0;0;0;0;0
935.850 334 ms;0;0;0;0;1;0
935.851 064 ms;0;0;1;0;1;0
935.853 224 ms;0;0;1;0;0;0
935.853 944 ms;0;0;0;0;0;0
935.945 234 ms;0;0;0;0;1;0
935.945 964 ms;0;0;1;0;1;0
935.948 114 ms;0;0;1;0;0;0
935.948 834 ms;0;0;0;0;0;0
935.976 324 ms;0;0;0;0;1;0
935.977 054 ms;0;0;1;0;1;0
935.977 114 ms;1;0;1;0;1;0
935.981 294 ms;1;0;1;0;0;0
935.982 014 ms;1;0;0;0;0;0
935.982 074 ms;0;0;0;0;0;0
936.031 494 ms;0;0;0;0;1;0
936.032 224 ms;0;0;1;0;1;0
936.034 394 ms;0;0;1;0;0;0
936.035 104 ms;0;0;0;0;0;0
936.117 764 ms;0;0;0;0;1;0
936.118 494 ms;0;0;1;0;1;0
936.120 654 ms;0;0;1;0;0;0
936.121 364 ms;0;0;0;0;0;0
936.204 034 ms;0;0;0;0;1;0
936.204 754 ms;0;0;1;0;1;0
936.206 924 ms;0;0;1;0;0;0
936.207 634 ms;0;0;0;0;0;0
936.253 464 ms;0;0;0;0;1;0
936.254 184 ms;0;0;1;0;1;0
936.254 244 ms;1;0;1;0;1;0
936.258 424 ms;1;0;1;0;0;0
