Times;CH3 CH 3;CH4 CH 4;CH5 CH 5
956.581 694 ms;0;0;0
956.639 954 ms;0;0;1
956.642 084 ms;0;0;0
956.760 734 ms;0;0;1
956.762 854 ms;0;0;0
956.764 304 ms;0;0;1
956.764 354 ms;1;0;1
956.768 514 ms;1;0;0
956.768 564 ms;0;0;0
956.829 744 ms;0;0;1
956.831 864 ms;0;0;0
956.924 634 ms;0;0;1
956.926 764 ms;0;0;0
957.019 524 ms;0;0;1
957.021 654 ms;0;0;0
957.041 464 ms;0;0;1
957.041 524 ms;1;0;1
957.048 014 ms;1;0;0
957.048 074 ms;0;0;0
957.088 544 ms;0;0;1
957.090 664 ms;0;0;0
957.183 434 ms;0;0;1
957.185 554 ms;0;0;0
957.239 924 ms;0;0;1
957.239 954 ms;0;1;1
957.242 754 ms;0;1;0
957.242 794 ms;0;0;0
957.269 704 ms;0;0;1
957.271 824 ms;0;0;0
957.300 794 ms;0;0;1
957.300 824 ms;0;1;1
957.306 104 ms;0;1;0
957.306 134 ms;0;0;0
957.307 604 ms;0;0;1
957.307 634 ms;0;1;1
957.321 524 ms;0;1;0
957.321 554 ms;0;0;0
957.323 054 ms;0;0;1
957.323 114 ms;1;0;1
957.329 624 ms;1;0;0
957.329 684 ms;0;0;0
957.331 174 ms;0;1;0
957.331 194 ms;1;1;0
957.347 314 ms;1;1;1
957.347 344 ms;1;0;1
957.347 374 ms;0;0;1
957.349 434 ms;0;0;0
957.418 864 ms;0;0;1
957.418 894 ms;0;1;1
957.418 914 ms;1;1;1
957.420 844 ms;1;1;0
957.420 874 ms;1;0;0
957.420 904 ms;0;0;0
957.450 834 ms;0;0;1
957.452 954 ms;0;0;0
957.485 204 ms;0;0;1
957.485 234 ms;0;1;1
957.487 404 ms;0;1;0
957.487 434 ms;0;0;0
957.528 474 ms;0;0;1
957.530 594 ms;0;0;0
957.555 624 ms;0;0;1
957.555 654 ms;0;1;1
957.557 184 ms;0;1;0
957.557 214 ms;0;0;0
957.595 714 ms;0;0;1
957.595 774 ms;1;0;1
957.600 234 ms;1;0;0
957.600 294 ms;0;0;0
957.614 764 ms;0;0;1
957.616 884 ms;0;0;0
957.709 654 ms;0;0;1
957.711 784 ms;0;0;0
957.778 674 ms;0;0;1
957.780 794 ms;0;0;0
957.872 884 ms;0;0;1
957.872 944 ms;1;0;1
957.877 084 ms;1;0;0
957.877 144 ms;0;0;0
957.882 184 ms;0;0;1
957.884 314 ms;0;0;0
957.968 454 ms;0;0;1
957.970 574 ms;0;0;0
958.037 474 ms;0;0;1
958.039 594 ms;0;0;0
958.123 734 ms;0;0;1
958.125 864 ms;0;0;0
958.150 014 ms;0;0;1
958.150 074 ms;1;0;1
958.154 214 ms;1;0;0
958.154 274 ms;0;0;0
958.158 244 ms;0;0;1
958.160 364 ms;0;0;0
958.313 524 ms;0;0;1
958.315 414 ms;0;0;0
958.427 154 ms;0;0;1
958.427 214 ms;1;0;1
958.431 354 ms;1;0;0
958.431 414 ms;0;0;0
958.527 874 ms;0;0;1
958.527 904 ms;0;1;1
958.527 924 ms;1;1;1
958.529 884 ms;1;1;0
958.529 904 ms;1;0;0
958.529 934 ms;0;0;0
958.704 294 ms;0;0;1
958.704 354 ms;1;0;1
958.708 484 ms;1;0;0
958.708 534 ms;0;0;0
958.981 424 ms;0;0;1
958.981 484 ms;1;0;1
958.985 634 ms;1;0;0
958.985 694 ms;0;0;0
959.061 054 ms;0;0;1
959.061 084 ms;0;1;1
959.063 244 ms;0;1;0
959.063 274 ms;0;0;0
959.131 474 ms;0;0;1
959.131 504 ms;0;1;1
959.133 044 ms;0;1;0
959.133 074 ms;0;0;0
959.258 564 ms;0;0;1
959.258 624 ms;1;0;1
959.262 754 ms;1;0;0
959.262 814 ms;0;0;0
959.535 704 ms;0;0;1
959.535 764 ms;1;0;1
959.539 904 ms;1;0;0
959.539 964 ms;0;0;0
959.812 844 ms;0;0;1
959.812 894 ms;1;0;1
959.817 034 ms;1;0;0
959.817 094 ms;0;0;0
960.019 794 ms;0;0;1
960.019 824 ms;0;1;1
960.019 844 ms;1;1;1
960.021 794 ms;1;1;0
960.021 824 ms;1;0;0
960.021 854 ms;0;0;0
960.089 974 ms;0;0;1
960.090 034 ms;1;0;1
960.094 184 ms;1;0;0
960.094 244 ms;0;0;0
960.238 424 ms;0;0;1
960.238 454 ms;0;1;1
960.240 614 ms;0;1;0
960.240 654 ms;0;0;0
960.308 854 ms;0;0;1
960.308 884 ms;0;1;1
960.310 424 ms;0;1;0
960.310 444 ms;0;0;0
960.367 114 ms;0;0;1
960.367 174 ms;1;0;1
960.371 304 ms;1;0;0
960.371 364 ms;0;0;0
960.644 244 ms;0;0;1
960.644 314 ms;1;0;1
960.648 454 ms;1;0;0
960.648 514 ms;0;0;0
960.921 384 ms;0;0;1
960.921 444 ms;1;0;1
960.925 584 ms;1;0;0
960.925 644 ms;0;0;0
961.198 524 ms;0;0;1
961.198 584 ms;1;0;1
961.202 724 ms;1;0;0
961.202 784 ms;0;0;0
961.475 664 ms;0;0;1
961.475 724 ms;1;0;1
961.479 854 ms;1;0;0
961.479 914 ms;0;0;0
961.559 244 ms;0;0;1
961.559 274 ms;0;1;1
961.559 294 ms;1;1;1
961.561 244 ms;1;1;0
961.561 274 ms;1;0;0
961.561 304 ms;0;0;0
961.752 794 ms;0;0;1
961.752 854 ms;1;0;1
961.757 004 ms;1;0;0
961.757 064 ms;0;0;0
961.846 464 ms;0;0;1
961.846 494 ms;0;1;1
961.848 654 ms;0;1;0
961.848 684 ms;0;0;0
961.943 494 ms;0;0;1
961.943 524 ms;0;1;1
961.945 044 ms;0;1;0
961.945 084 ms;0;0;0
962.029 934 ms;0;0;1
962.029 994 ms;1;0;1
962.036 474 ms;1;0;0
962.036 534 ms;0;0;0
962.239 534 ms;0;0;1
962.239 564 ms;0;1;1
962.242 364 ms;0;1;0
962.242 394 ms;0;0;0
962.300 344 ms;0;0;1
962.300 374 ms;0;1;1
962.305 644 ms;0;1;0
962.305 674 ms;0;0;0
962.307 154 ms;0;0;1
962.307 184 ms;0;1;1
962.320 354 ms;0;1;0
962.320 394 ms;0;0;0
962.321 894 ms;0;0;1
962.321 954 ms;1;0;1
962.328 464 ms;1;0;0
962.328 524 ms;0;0;0
962.330 004 ms;0;1;0
962.330 034 ms;1;1;0
962.584 174 ms;1;1;1
962.584 224 ms;1;0;1
962.588 694 ms;1;0;0
962.588 764 ms;0;0;0
962.621 954 ms;0;0;1
962.624 074 ms;0;0;0
962.643 894 ms;0;0;1
962.646 014 ms;0;0;0
962.679 954 ms;0;0;1
962.682 084 ms;0;0;0
962.861 344 ms;0;0;1
962.861 404 ms;1;0;1
962.865 554 ms;1;0;0
962.865 614 ms;0;0;0
962.876 844 ms;0;0;1
962.878 964 ms;0;0;0
962.963 104 ms;0;0;1
962.965 234 ms;0;0;0
963.047 624 ms;0;0;1
963.047 644 ms;0;1;1
963.047 674 ms;1;1;1
963.048 984 ms;1;1;0
963.049 014 ms;1;0;0
963.049 044 ms;0;0;0
963.050 504 ms;0;0;1
963.050 534 ms;0;1;1
963.052 854 ms;0;1;0
963.052 884 ms;0;0;0
963.054 374 ms;0;0;1
963.056 494 ms;0;0;0
963.120 954 ms;0;0;1
963.120 994 ms;0;1;1
963.122 524 ms;0;1;0
963.122 554 ms;0;0;0
963.136 724 ms;0;0;1
963.138 514 ms;1;0;1
963.142 644 ms;1;0;0
963.142 704 ms;0;0;0
963.224 864 ms;0;0;1
963.226 984 ms;0;0;0
963.267 994 ms;0;0;1
963.270 114 ms;0;0;0
963.397 394 ms;0;0;1
963.399 514 ms;0;0;0
963.415 624 ms;0;0;1
963.415 684 ms;1;0;1
963.419 824 ms;1;0;0
963.419 884 ms;0;0;0
963.483 664 ms;0;0;1
963.485 784 ms;0;0;0
963.569 924 ms;0;0;1
963.572 044 ms;0;0;0
963.656 194 ms;0;0;1
963.658 314 ms;0;0;0
963.692 754 ms;0;0;1
963.692 814 ms;1;0;1
963.696 954 ms;1;0;0
963.697 004 ms;0;0;0
963.725 204 ms;0;0;1
963.727 334 ms;0;0;0
963.828 724 ms;0;0;1
963.830 844 ms;0;0;0
963.914 994 ms;0;0;1
963.917 114 ms;0;0;0
963.969 894 ms;0;0;1
963.969 954 ms;1;0;1
963.974 094 ms;1;0;0
963.974 154 ms;0;0;0
964.001 264 ms;0;0;1
964.003 374 ms;0;0;0
964.070 274 ms;0;0;1
964.072 394 ms;0;0;0
964.173 794 ms;0;0;1
964.175 914 ms;0;0;0
964.247 034 ms;0;0;1
964.247 084 ms;1;0;1
964.251 224 ms;1;0;0
964.251 284 ms;0;0;0
964.260 064 ms;0;0;1
964.262 174 ms;0;0;0
964.346 324 ms;0;0;1
964.348 444 ms;0;0;0
964.398 084 ms;0;0;1
964.400 204 ms;0;0;0
964.449 844 ms;0;0;1
964.451 964 ms;0;0;0
964.524 164 ms;0;0;1
964.524 224 ms;1;0;1
964.528 374 ms;1;0;0
964.528 434 ms;0;0;0
964.587 864 ms;0;0;1
964.589 994 ms;0;0;0
964.611 734 ms;0;0;1
964.611 764 ms;0;1;1
964.613 924 ms;0;1;0
964.613 964 ms;0;0;0
964.622 374 ms;0;0;1
964.624 494 ms;0;0;0
964.777 654 ms;0;0;1
964.779 774 ms;0;0;0
964.801 304 ms;0;0;1
964.801 364 ms;1;0;1
964.805 494 ms;1;0;0
964.805 554 ms;0;0;0
964.863 924 ms;0;0;1
964.866 044 ms;0;0;0
964.932 934 ms;0;0;1
964.935 054 ms;0;0;0
965.036 454 ms;0;0;1
965.038 574 ms;0;0;0
965.078 444 ms;0;0;1
965.078 504 ms;1;0;1
965.082 644 ms;1;0;0
965.082 714 ms;0;0;0
965.122 714 ms;0;0;1
965.124 844 ms;0;0;0
965.148 604 ms;0;0;1
965.150 714 ms;0;0;0
965.295 254 ms;0;0;1
965.297 374 ms;0;0;0
965.355 584 ms;0;0;1
965.355 634 ms;1;0;1
965.359 774 ms;1;0;0
965.359 834 ms;0;0;0
965.381 514 ms;0;0;1
965.383 634 ms;0;0;0
965.467 784 ms;0;0;1
965.469 904 ms;0;0;0
965.554 044 ms;0;0;1
965.556 164 ms;0;0;0
965.632 714 ms;0;0;1
965.632 774 ms;1;0;1
965.636 924 ms;1;0;0
965.636 984 ms;0;0;0
965.640 314 ms;0;0;1
965.642 434 ms;0;0;0
965.726 584 ms;0;0;1
965.728 704 ms;0;0;0
965.812 844 ms;0;0;1
965.814 964 ms;0;0;0
965.881 854 ms;0;0;1
965.883 984 ms;0;0;0
965.909 854 ms;0;0;1
965.909 914 ms;1;0;1
965.914 044 ms;1;0;0
965.914 104 ms;0;0;0
965.985 384 ms;0;0;1
965.987 494 ms;0;0;0
966.071 644 ms;0;0;1
966.073 774 ms;0;0;0
966.157 914 ms;0;0;1
966.160 034 ms;0;0;0
966.186 994 ms;0;0;1
966.187 044 ms;1;0;1
966.191 194 ms;1;0;0
966.191 254 ms;0;0;0
966.244 184 ms;0;0;1
966.246 304 ms;0;0;0
966.330 444 ms;0;0;1
966.332 564 ms;0;0;0
966.416 714 ms;0;0;1
966.418 824 ms;0;0;0
966.464 124 ms;0;0;1
966.464 184 ms;1;0;1
966.468 314 ms;1;0;0
966.468 384 ms;0;0;0
966.502 974 ms;0;0;1
966.505 104 ms;0;0;0
966.589 244 ms;0;0;1
966.591 364 ms;0;0;0
966.606 494 ms;0;0;1
966.608 614 ms;0;0;0
966.741 264 ms;0;0;1
966.741 324 ms;1;0;1
966.745 474 ms;1;0;0
966.745 534 ms;0;0;0
966.753 154 ms;0;0;1
966.755 264 ms;0;0;0
966.848 044 ms;0;0;1
966.850 164 ms;0;0;0
966.934 304 ms;0;0;1
966.936 434 ms;0;0;0
967.018 404 ms;0;0;1
967.018 454 ms;1;0;1
967.024 944 ms;1;0;0
967.025 004 ms;0;0;0
967.026 504 ms;0;0;1
967.028 624 ms;0;0;0
967.108 854 ms;0;0;1
967.110 974 ms;0;0;0
967.195 124 ms;0;0;1
967.197 234 ms;0;0;0
967.239 124 ms;0;0;1
967.239 154 ms;0;1;1
967.241 954 ms;0;1;0
967.241 994 ms;0;0;0
967.242 654 ms;0;0;1
967.244 764 ms;0;0;0
967.295 534 ms;0;0;1
967.295 594 ms;1;0;1
967.299 894 ms;1;1;1
967.299 934 ms;0;1;1
967.305 174 ms;0;1;0
967.305 204 ms;0;0;0
967.306 684 ms;0;0;1
967.306 704 ms;0;1;1
967.319 884 ms;0;1;0
967.319 914 ms;0;0;0
967.325 244 ms;0;0;1
967.327 364 ms;0;0;0
967.328 894 ms;0;1;0
967.328 914 ms;1;1;0
967.453 884 ms;1;1;1
967.453 924 ms;1;0;1
967.453 954 ms;0;0;1
967.456 014 ms;0;0;0
967.471 144 ms;0;0;1
967.473 264 ms;0;0;0
967.572 654 ms;0;0;1
967.572 704 ms;1;0;1
967.577 164 ms;1;0;0
967.577 234 ms;0;0;0
967.617 824 ms;0;0;1
967.619 944 ms;0;0;0
967.712 714 ms;0;0;1
967.714 834 ms;0;0;0
967.798 984 ms;0;0;1
967.801 104 ms;0;0;0
967.849 814 ms;0;0;1
967.849 874 ms;1;0;1
967.854 024 ms;1;0;0
967.854 084 ms;0;0;0
967.885 244 ms;0;0;1
967.887 374 ms;0;0;0
967.954 264 ms;0;0;1
967.956 384 ms;0;0;0
968.057 784 ms;0;0;1
968.059 674 ms;0;0;0
968.126 954 ms;0;0;1
968.127 014 ms;1;0;1
968.131 144 ms;1;0;0
968.131 204 ms;0;0;0
968.404 094 ms;0;0;1
968.404 144 ms;1;0;1
968.408 294 ms;1;0;0
968.408 354 ms;0;0;0
968.681 224 ms;0;0;1
968.681 284 ms;1;0;1
968.685 414 ms;1;0;0
968.685 474 ms;0;0;0
968.958 364 ms;0;0;1
968.958 424 ms;1;0;1
968.962 564 ms;1;0;0
968.962 624 ms;0;0;0
969.235 494 ms;0;0;1
969.235 554 ms;1;0;1
969.239 694 ms;1;0;0
969.239 754 ms;0;0;0
969.512 634 ms;0;0;1
969.512 694 ms;1;0;1
969.516 844 ms;1;0;0
969.516 904 ms;0;0;0
969.789 774 ms;0;0;1
969.789 834 ms;1;0;1
969.793 964 ms;1;0;0
969.794 024 ms;0;0;0
970.066 914 ms;0;0;1
970.066 974 ms;1;0;1
970.071 114 ms;1;0;0
970.071 174 ms;0;0;0
970.344 044 ms;0;0;1
970.344 104 ms;1;0;1
970.348 244 ms;1;0;0
970.348 294 ms;0;0;0
970.621 184 ms;0;0;1
970.621 244 ms;1;0;1
970.625 384 ms;1;0;0
970.625 444 ms;0;0;0
970.898 324 ms;0;0;1
970.898 374 ms;1;0;1
970.902 514 ms;1;0;0
970.902 574 ms;0;0;0
971.175 454 ms;0;0;1
971.175 514 ms;1;0;1
971.179 664 ms;1;0;0
971.179 724 ms;0;0;0
971.452 594 ms;0;0;1
971.452 654 ms;1;0;1
971.456 784 ms;1;0;0
971.456 844 ms;0;0;0
971.729 734 ms;0;0;1
971.729 794 ms;1;0;1
971.733 944 ms;1;0;0
971.734 004 ms;0;0;0
972.006 874 ms;0;0;1
972.006 924 ms;1;0;1
972.013 414 ms;1;0;0
972.013 474 ms;0;0;0
972.238 774 ms;0;0;1
972.238 804 ms;0;1;1
972.241 604 ms;0;1;0
972.241 644 ms;0;0;0
972.284 004 ms;0;0;1
972.284 064 ms;1;0;1
972.290 564 ms;1;0;0
972.290 624 ms;0;0;0
972.299 904 ms;0;0;1
972.299 934 ms;0;1;1
972.305 204 ms;0;1;0
972.305 244 ms;0;0;0
972.306 714 ms;0;0;1
972.306 744 ms;0;1;1
972.319 914 ms;0;1;0
972.319 944 ms;0;0;0
972.321 454 ms;0;1;0
972.321 484 ms;1;1;0
972.561 114 ms;1;1;1
972.561 154 ms;1;0;1
972.565 634 ms;1;0;0
972.565 694 ms;0;0;0
972.614 274 ms;0;0;1
972.616 394 ms;0;0;0
972.636 214 ms;0;0;1
972.638 334 ms;0;0;0
972.706 384 ms;0;0;1
972.708 504 ms;0;0;0
972.838 284 ms;0;0;1
972.838 334 ms;1;0;1
972.842 484 ms;1;0;0
972.842 544 ms;0;0;0
972.869 154 ms;0;0;1
972.871 284 ms;0;0;0
972.955 424 ms;0;0;1
972.957 544 ms;0;0;0
973.041 694 ms;0;0;1
973.043 814 ms;0;0;0
973.115 424 ms;0;0;1
973.115 474 ms;1;0;1
973.119 604 ms;1;0;0
973.119 664 ms;0;0;0
973.127 954 ms;0;0;1
973.130 074 ms;0;0;0
973.214 224 ms;0;0;1
973.216 344 ms;0;0;0
973.257 354 ms;0;0;1
973.259 474 ms;0;0;0
973.386 754 ms;0;0;1
973.388 874 ms;0;0;0
973.392 554 ms;0;0;1
973.392 614 ms;1;0;1
973.396 764 ms;1;0;0
973.396 824 ms;0;0;0
973.473 024 ms;0;0;1
973.475 144 ms;0;0;0
973.559 284 ms;0;0;1
973.561 404 ms;0;0;0
973.645 554 ms;0;0;1
973.647 674 ms;0;0;0
973.669 694 ms;0;0;1
973.669 754 ms;1;0;1
973.673 884 ms;1;0;0
973.673 944 ms;0;0;0
973.714 564 ms;0;0;1
973.716 694 ms;0;0;0
973.818 094 ms;0;0;1
973.820 204 ms;0;0;0
973.904 354 ms;0;0;1
973.906 474 ms;0;0;0
973.946 834 ms;0;0;1
973.946 894 ms;1;0;1
973.951 034 ms;1;0;0
973.951 094 ms;0;0;0
973.990 624 ms;0;0;1
973.992 734 ms;0;0;0
974.059 634 ms;0;0;1
974.061 754 ms;0;0;0
974.163 154 ms;0;0;1
974.165 274 ms;0;0;0
974.223 964 ms;0;0;1
974.224 024 ms;1;0;1
974.228 154 ms;1;0;0
974.228 224 ms;0;0;0
974.249 414 ms;0;0;1
974.251 544 ms;0;0;0
974.335 684 ms;0;0;1
974.337 804 ms;0;0;0
974.396 064 ms;0;0;1
974.398 194 ms;0;0;0
974.501 104 ms;0;0;1
974.501 164 ms;1;0;1
974.505 314 ms;1;0;0
974.505 364 ms;0;0;0
974.508 214 ms;0;0;1
974.510 334 ms;0;0;0
974.577 234 ms;0;0;1
974.579 344 ms;0;0;0
974.680 744 ms;0;0;1
974.682 874 ms;0;0;0
974.767 014 ms;0;0;1
974.769 134 ms;0;0;0
974.778 244 ms;0;0;1
974.778 304 ms;1;0;1
974.782 424 ms;1;0;0
974.782 494 ms;0;0;0
974.853 284 ms;0;0;1
974.855 404 ms;0;0;0
974.922 294 ms;0;0;1
974.924 414 ms;0;0;0
974.956 804 ms;0;0;1
974.958 914 ms;0;0;0
975.055 384 ms;0;0;1
975.055 434 ms;1;0;1
975.059 584 ms;1;0;0
975.059 644 ms;0;0;0
975.112 074 ms;0;0;1
975.114 194 ms;0;0;0
975.198 344 ms;0;0;1
975.200 464 ms;0;0;0
975.224 224 ms;0;0;1
975.226 344 ms;0;0;0
975.332 514 ms;0;0;1
975.332 574 ms;1;0;1
975.336 704 ms;1;0;0
975.336 764 ms;0;0;0
975.370 884 ms;0;0;1
975.372 994 ms;0;0;0
975.457 144 ms;0;0;1
975.459 264 ms;0;0;0
975.543 414 ms;0;0;1
975.545 524 ms;0;0;0
975.609 654 ms;0;0;1
975.609 714 ms;1;0;1
975.613 854 ms;1;0;0
975.613 914 ms;0;0;0
975.629 674 ms;0;0;1
975.631 794 ms;0;0;0
975.715 944 ms;0;0;1
975.718 064 ms;0;0;0
975.802 214 ms;0;0;1
975.804 324 ms;0;0;0
975.845 344 ms;0;0;1
975.847 464 ms;0;0;0
975.886 784 ms;0;0;1
975.886 844 ms;1;0;1
975.890 984 ms;1;0;0
975.891 044 ms;0;0;0
975.974 744 ms;0;0;1
975.976 864 ms;0;0;0
976.061 004 ms;0;0;1
976.063 134 ms;0;0;0
976.147 274 ms;0;0;1
976.149 394 ms;0;0;0
976.163 924 ms;0;0;1
976.163 984 ms;1;0;1
976.168 134 ms;1;0;0
976.168 184 ms;0;0;0
976.216 284 ms;0;0;1
976.218 404 ms;0;0;0
976.319 804 ms;0;0;1
976.321 924 ms;0;0;0
976.406 074 ms;0;0;1
976.408 194 ms;0;0;0
976.441 064 ms;0;0;1
976.441 124 ms;1;0;1
976.445 254 ms;1;0;0
976.445 314 ms;0;0;0
976.492 334 ms;0;0;1
976.494 464 ms;0;0;0
976.578 604 ms;0;0;1
976.580 724 ms;0;0;0
976.630 364 ms;0;0;1
976.632 484 ms;0;0;0
976.718 204 ms;0;0;1
976.718 254 ms;1;0;1
976.722 404 ms;1;0;0
976.722 464 ms;0;0;0
976.751 134 ms;0;0;1
976.753 254 ms;0;0;0
976.820 144 ms;0;0;1
976.822 274 ms;0;0;0
976.923 664 ms;0;0;1
976.925 784 ms;0;0;0
976.995 334 ms;0;0;1
976.995 394 ms;1;0;1
977.001 884 ms;1;0;0
977.001 944 ms;0;0;0
977.009 934 ms;0;0;1
977.012 054 ms;0;0;0
977.078 944 ms;0;0;1
977.081 064 ms;0;0;0
977.182 464 ms;0;0;1
977.184 584 ms;0;0;0
977.234 224 ms;0;0;1
977.236 354 ms;0;0;0
977.238 394 ms;0;0;1
977.238 424 ms;0;1;1
977.241 224 ms;0;1;0
977.241 264 ms;0;0;0
977.272 474 ms;0;0;1
977.272 534 ms;1;0;1
977.279 034 ms;1;0;0
977.279 094 ms;0;0;0
977.299 454 ms;0;0;1
977.299 484 ms;0;1;1
977.304 754 ms;0;1;0
977.304 784 ms;0;0;0
977.306 264 ms;0;0;1
977.306 294 ms;0;1;1
977.320 184 ms;0;1;0
977.320 214 ms;0;0;0
977.321 724 ms;0;1;0
977.321 744 ms;1;1;0
977.337 714 ms;1;1;1
977.337 754 ms;1;0;1
977.337 774 ms;0;0;1
977.339 834 ms;0;0;0
977.417 524 ms;0;0;1
977.417 554 ms;0;1;1
977.417 584 ms;1;1;1
977.419 504 ms;1;1;0
977.419 534 ms;1;0;0
977.419 554 ms;0;0;0
977.441 234 ms;0;0;1
977.443 354 ms;0;0;0
977.518 874 ms;0;0;1
977.520 994 ms;0;0;0
977.549 584 ms;0;0;1
977.549 644 ms;1;0;1
977.554 104 ms;1;0;0
977.554 164 ms;0;0;0
977.613 764 ms;0;0;1
977.615 894 ms;0;0;0
977.679 194 ms;0;0;1
977.681 324 ms;0;0;0
977.769 074 ms;0;0;1
977.771 194 ms;0;0;0
977.826 744 ms;0;0;1
977.826 804 ms;1;0;1
977.830 954 ms;1;0;0
977.831 014 ms;0;0;0
977.872 594 ms;0;0;1
977.874 724 ms;0;0;0
977.932 984 ms;0;0;1
977.935 104 ms;0;0;0
978.001 704 ms;0;0;1
978.001 734 ms;0;1;1
978.003 274 ms;0;1;0
978.003 304 ms;0;0;0
978.027 874 ms;0;0;1
978.029 994 ms;0;0;0
978.103 884 ms;0;0;1
978.103 944 ms;1;0;1
978.108 074 ms;1;0;0
978.108 144 ms;0;0;0
978.114 134 ms;0;0;1
978.116 264 ms;0;0;0
978.217 664 ms;0;0;1
978.219 784 ms;0;0;0
978.278 044 ms;0;0;1
978.280 164 ms;0;0;0
978.329 804 ms;0;0;1
978.331 934 ms;0;0;0
978.381 024 ms;0;0;1
978.381 084 ms;1;0;1
978.385 234 ms;1;0;0
978.385 294 ms;0;0;0
978.476 454 ms;0;0;1
978.478 584 ms;0;0;0
978.526 534 ms;0;0;1
978.526 564 ms;0;1;1
978.526 584 ms;1;1;1
978.528 544 ms;1;1;0
978.528 574 ms;1;0;0
978.528 594 ms;0;0;0
978.562 724 ms;0;0;1
978.564 844 ms;0;0;0
978.648 994 ms;0;0;1
978.651 114 ms;0;0;0
978.658 164 ms;0;0;1
978.658 224 ms;1;0;1
978.662 354 ms;1;0;0
978.662 404 ms;0;0;0
978.735 254 ms;0;0;1
978.737 374 ms;0;0;0
978.821 524 ms;0;0;1
978.823 644 ms;0;0;0
978.907 784 ms;0;0;1
978.909 914 ms;0;0;0
978.935 294 ms;0;0;1
978.935 354 ms;1;0;1
978.939 504 ms;1;0;0
978.939 564 ms;0;0;0
978.994 054 ms;0;0;1
978.996 174 ms;0;0;0
979.071 694 ms;0;0;1
979.073 814 ms;0;0;0
979.166 594 ms;0;0;1
979.168 704 ms;0;0;0
979.212 434 ms;0;0;1
979.212 494 ms;1;0;1
979.216 624 ms;1;0;0
979.216 684 ms;0;0;0
979.252 854 ms;0;0;1
979.254 974 ms;0;0;0
979.339 124 ms;0;0;1
979.341 234 ms;0;0;0
979.416 764 ms;0;0;1
979.418 874 ms;0;0;0
979.483 634 ms;0;0;1
979.483 654 ms;0;1;1
979.485 824 ms;0;1;0
979.485 854 ms;0;0;0
979.489 564 ms;0;0;1
979.489 624 ms;1;0;1
979.493 784 ms;1;0;0
979.493 834 ms;0;0;0
979.511 654 ms;0;0;1
979.513 774 ms;0;0;0
979.554 054 ms;0;0;1
979.554 084 ms;0;1;1
979.555 624 ms;0;1;0
979.555 654 ms;0;0;0
979.597 914 ms;0;0;1
979.600 044 ms;0;0;0
979.684 184 ms;0;0;1
979.686 304 ms;0;0;0
979.766 714 ms;0;0;1
979.766 764 ms;1;0;1
979.770 894 ms;1;0;0
979.770 964 ms;0;0;0
979.772 444 ms;0;0;1
979.774 574 ms;0;0;0
979.856 714 ms;0;0;1
979.858 844 ms;0;0;0
979.942 984 ms;0;0;1
979.945 104 ms;0;0;0
980.018 904 ms;0;0;1
980.018 934 ms;0;1;1
980.018 964 ms;1;1;1
980.020 914 ms;1;1;0
980.020 944 ms;1;0;0
980.020 964 ms;0;0;0
980.029 244 ms;0;0;1
980.031 374 ms;0;0;0
980.043 844 ms;0;0;1
980.043 904 ms;1;0;1
980.048 054 ms;1;0;0
980.048 114 ms;0;0;0
980.098 264 ms;0;0;1
980.100 384 ms;0;0;0
980.184 534 ms;0;0;1
980.186 654 ms;0;0;0
980.288 044 ms;0;0;1
980.290 174 ms;0;0;0
980.320 984 ms;0;0;1
980.321 044 ms;1;0;1
980.325 174 ms;1;0;0
980.325 234 ms;0;0;0
980.374 314 ms;0;0;1
980.376 434 ms;0;0;0
980.460 574 ms;0;0;1
980.462 704 ms;0;0;0
980.546 844 ms;0;0;1
980.548 964 ms;0;0;0
980.598 124 ms;0;0;1
980.598 184 ms;1;0;1
980.602 324 ms;1;0;0
980.602 384 ms;0;0;0
980.607 224 ms;0;0;1
980.609 354 ms;0;0;0
980.684 874 ms;0;0;1
980.686 764 ms;0;0;0
980.875 254 ms;0;0;1
980.875 314 ms;1;0;1
980.879 454 ms;1;0;0
980.879 504 ms;0;0;0
981.059 544 ms;0;0;1
981.059 574 ms;0;1;1
981.061 734 ms;0;1;0
981.061 764 ms;0;0;0
981.129 964 ms;0;0;1
981.129 994 ms;0;1;1
981.131 534 ms;0;1;0
981.131 574 ms;0;0;0
981.152 394 ms;0;0;1
981.152 454 ms;1;0;1
981.156 594 ms;1;0;0
981.156 654 ms;0;0;0
981.429 524 ms;0;0;1
981.429 594 ms;1;0;1
981.433 724 ms;1;0;0
981.433 784 ms;0;0;0
981.558 354 ms;0;0;1
981.558 394 ms;0;1;1
981.558 414 ms;1;1;1
981.560 364 ms;1;1;0
981.560 394 ms;1;0;0
981.560 424 ms;0;0;0
981.706 674 ms;0;0;1
981.706 724 ms;1;0;1
981.710 874 ms;1;0;0
981.710 934 ms;0;0;0
981.983 804 ms;0;0;1
981.983 864 ms;1;0;1
981.990 354 ms;1;0;0
981.990 414 ms;0;0;0
982.236 984 ms;0;0;1
982.237 014 ms;0;1;1
982.239 184 ms;0;1;0
982.239 214 ms;0;0;0
982.240 704 ms;0;0;1
982.240 734 ms;0;1;1
982.243 534 ms;0;1;0
982.243 564 ms;0;0;0
982.260 944 ms;0;0;1
982.261 004 ms;1;0;1
982.267 504 ms;1;0;0
982.267 564 ms;0;0;0
982.301 744 ms;0;0;1
982.301 774 ms;0;1;1
