Times;CH3 CH 3;CH4 CH 4;CH5 CH 5
1.684 253 430 s;0;0;0
1.684 280 780 s;0;0;1
1.684 282 900 s;0;0;0
1.684 332 540 s;0;0;1
1.684 334 660 s;0;0;0
1.684 384 300 s;0;0;1
1.684 386 420 s;0;0;0
1.684 522 330 s;0;0;1
1.684 524 450 s;0;0;0
1.684 526 310 s;0;0;1
1.684 526 360 s;1;0;1
1.684 530 520 s;1;0;0
1.684 530 570 s;0;0;0
1.684 556 830 s;0;0;1
1.684 558 950 s;0;0;0
1.684 712 110 s;0;0;1
1.684 714 230 s;0;0;0
1.684 798 370 s;0;0;1
1.684 800 500 s;0;0;0
1.684 803 450 s;0;0;1
1.684 803 500 s;1;0;1
1.684 807 640 s;1;0;0
1.684 807 700 s;0;0;0
1.684 867 390 s;0;0;1
1.684 869 510 s;0;0;0
1.684 962 280 s;0;0;1
1.684 964 400 s;0;0;0
1.685 039 920 s;0;0;1
1.685 042 040 s;0;0;0
1.685 047 850 s;0;0;1
1.685 047 880 s;0;1;1
1.685 050 040 s;0;1;0
1.685 050 080 s;0;0;0
1.685 080 580 s;0;0;1
1.685 080 640 s;1;0;1
1.685 084 790 s;1;0;0
1.685 084 850 s;0;0;0
1.685 086 340 s;0;0;1
1.685 088 460 s;0;0;0
1.685 118 270 s;0;0;1
1.685 118 300 s;0;1;1
1.685 119 840 s;0;1;0
1.685 119 870 s;0;0;0
1.685 229 710 s;0;0;1
1.685 231 830 s;0;0;0
1.685 281 470 s;0;0;1
1.685 283 590 s;0;0;0
1.685 357 720 s;0;0;1
1.685 357 780 s;1;0;1
1.685 361 910 s;1;0;0
1.685 361 970 s;0;0;0
1.685 402 240 s;0;0;1
1.685 404 360 s;0;0;0
1.685 488 510 s;0;0;1
1.685 490 620 s;0;0;0
1.685 574 770 s;0;0;1
1.685 576 890 s;0;0;0
1.685 634 860 s;0;0;1
1.685 634 920 s;1;0;1
1.685 639 070 s;1;0;0
1.685 639 120 s;0;0;0
1.685 652 410 s;0;0;1
1.685 654 530 s;0;0;0
1.685 747 310 s;0;0;1
1.685 749 430 s;0;0;0
1.685 816 310 s;0;0;1
1.685 818 440 s;0;0;0
1.685 911 990 s;0;0;1
1.685 912 050 s;1;0;1
1.685 916 190 s;1;0;0
1.685 916 240 s;0;0;0
1.685 919 830 s;0;0;1
1.685 921 950 s;0;0;0
1.686 006 100 s;0;0;1
1.686 008 230 s;0;0;0
1.686 092 370 s;0;0;1
1.686 094 490 s;0;0;0
1.686 178 630 s;0;0;1
1.686 180 760 s;0;0;0
1.686 189 130 s;0;0;1
1.686 189 190 s;1;0;1
1.686 193 330 s;1;0;0
1.686 193 400 s;0;0;0
1.686 225 270 s;0;0;1
1.686 225 300 s;0;1;1
1.686 227 460 s;0;1;0
1.686 227 490 s;0;0;0
1.686 264 900 s;0;0;1
1.686 267 020 s;0;0;0
1.686 295 690 s;0;0;1
1.686 295 720 s;0;1;1
1.686 297 260 s;0;1;0
1.686 297 290 s;0;0;0
1.686 351 170 s;0;0;1
1.686 353 290 s;0;0;0
1.686 437 430 s;0;0;1
1.686 439 560 s;0;0;0
1.686 466 270 s;0;0;1
1.686 466 330 s;1;0;1
1.686 470 460 s;1;0;0
1.686 470 520 s;0;0;0
1.686 523 700 s;0;0;1
1.686 525 820 s;0;0;0
1.686 540 950 s;0;0;1
1.686 543 070 s;0;0;0
1.686 687 600 s;0;0;1
1.686 689 730 s;0;0;0
1.686 743 410 s;0;0;1
1.686 743 460 s;1;0;1
1.686 749 960 s;1;0;0
1.686 750 020 s;0;0;0
1.686 782 500 s;0;0;1
1.686 784 620 s;0;0;0
1.686 868 760 s;0;0;1
1.686 870 880 s;0;0;0
1.686 955 030 s;0;0;1
1.686 957 150 s;0;0;0
1.687 020 540 s;0;0;1
1.687 020 600 s;1;0;1
1.687 027 090 s;1;0;0
1.687 027 150 s;0;0;0
1.687 041 290 s;0;0;1
1.687 043 420 s;0;0;0
1.687 127 560 s;0;0;1
1.687 129 680 s;0;0;0
1.687 184 120 s;0;0;1
1.687 184 150 s;0;1;1
1.687 186 950 s;0;1;0
1.687 186 990 s;0;0;0
1.687 213 830 s;0;0;1
1.687 215 950 s;0;0;0
1.687 245 250 s;0;0;1
1.687 245 280 s;0;1;1
1.687 250 550 s;0;1;0
1.687 250 590 s;0;0;0
1.687 252 060 s;0;0;1
1.687 252 090 s;0;1;1
1.687 265 260 s;0;1;0
1.687 265 290 s;0;0;0
1.687 266 800 s;0;1;0
1.687 266 820 s;1;1;0
1.687 297 650 s;1;1;1
1.687 297 690 s;1;0;1
1.687 302 180 s;1;0;0
1.687 302 250 s;0;0;0
1.687 303 730 s;0;0;1
1.687 305 860 s;0;0;0
1.687 386 330 s;0;0;1
1.687 388 450 s;0;0;0
1.687 403 580 s;0;0;1
1.687 405 710 s;0;0;0
1.687 550 270 s;0;0;1
1.687 552 380 s;0;0;0
1.687 574 820 s;0;0;1
1.687 574 870 s;1;0;1
1.687 579 010 s;1;0;0
1.687 579 070 s;0;0;0
1.687 645 160 s;0;0;1
1.687 647 280 s;0;0;0
1.687 731 430 s;0;0;1
1.687 733 550 s;0;0;0
1.687 817 690 s;0;0;1
1.687 819 810 s;0;0;0
1.687 833 330 s;0;0;1
1.687 833 360 s;0;1;1
1.687 835 520 s;0;1;0
1.687 835 550 s;0;0;0
1.687 851 950 s;0;0;1
1.687 852 010 s;1;0;1
1.687 856 160 s;1;0;0
1.687 856 220 s;0;0;0
1.687 886 710 s;0;0;1
1.687 888 820 s;0;0;0
1.687 930 360 s;0;0;1
1.687 930 390 s;0;1;1
1.687 931 920 s;0;1;0
1.687 931 950 s;0;0;0
1.687 981 600 s;0;0;1
1.687 983 490 s;0;0;0
1.688 129 090 s;0;0;1
1.688 129 150 s;1;0;1
1.688 133 280 s;1;0;0
1.688 133 340 s;0;0;0
1.688 406 230 s;0;0;1
1.688 406 290 s;1;0;1
1.688 410 430 s;1;0;0
1.688 410 490 s;0;0;0
1.688 683 370 s;0;0;1
1.688 683 420 s;1;0;1
1.688 687 560 s;1;0;0
1.688 687 610 s;0;0;0
1.688 960 500 s;0;0;1
1.688 960 560 s;1;0;1
1.688 964 710 s;1;0;0
1.688 964 770 s;0;0;0
1.689 036 940 s;0;0;1
1.689 036 970 s;0;1;1
1.689 039 290 s;0;1;0
1.689 039 320 s;0;0;0
1.689 107 360 s;0;0;1
1.689 107 380 s;0;1;1
1.689 108 920 s;0;1;0
1.689 108 950 s;0;0;0
1.689 237 640 s;0;0;1
1.689 237 700 s;1;0;1
1.689 241 830 s;1;0;0
1.689 241 890 s;0;0;0
1.689 514 770 s;0;0;1
1.689 514 830 s;1;0;1
1.689 518 980 s;1;0;0
1.689 519 040 s;0;0;0
1.689 791 910 s;0;0;1
1.689 791 970 s;1;0;1
1.689 796 110 s;1;0;0
1.689 796 170 s;0;0;0
1.690 069 050 s;0;0;1
1.690 069 110 s;1;0;1
1.690 073 260 s;1;0;0
1.690 073 310 s;0;0;0
1.690 346 190 s;0;0;1
1.690 346 250 s;1;0;1
1.690 350 380 s;1;0;0
1.690 350 440 s;0;0;0
1.690 598 530 s;0;0;1
1.690 598 560 s;0;1;1
1.690 600 720 s;0;1;0
1.690 600 750 s;0;0;0
1.690 623 320 s;0;0;1
1.690 623 380 s;1;0;1
1.690 627 530 s;1;0;0
1.690 627 590 s;0;0;0
1.690 900 460 s;0;0;1
1.690 900 520 s;1;0;1
1.690 904 650 s;1;0;0
1.690 904 710 s;0;0;0
1.691 177 600 s;0;0;1
1.691 177 660 s;1;0;1
1.691 181 810 s;1;0;0
1.691 181 860 s;0;0;0
1.691 454 740 s;0;0;1
1.691 454 800 s;1;0;1
1.691 458 920 s;1;0;0
1.691 458 990 s;0;0;0
1.691 731 870 s;0;0;1
1.691 731 930 s;1;0;1
1.691 738 430 s;1;0;0
1.691 738 490 s;0;0;0
1.692 009 010 s;0;0;1
1.692 009 070 s;1;0;1
1.692 015 550 s;1;0;0
1.692 015 610 s;0;0;0
1.692 183 700 s;0;0;1
1.692 183 730 s;0;1;1
1.692 186 530 s;0;1;0
1.692 186 560 s;0;0;0
1.692 244 800 s;0;0;1
1.692 244 830 s;0;1;1
1.692 250 100 s;0;1;0
1.692 250 130 s;0;0;0
1.692 251 610 s;0;0;1
1.692 251 640 s;0;1;1
1.692 264 810 s;0;1;0
1.692 264 850 s;0;0;0
1.692 266 350 s;0;1;0
1.692 266 380 s;1;1;0
1.692 286 120 s;1;1;1
1.692 286 150 s;1;0;1
1.692 290 650 s;1;0;0
1.692 290 710 s;0;0;0
1.692 557 900 s;0;0;1
1.692 560 020 s;0;0;0
1.692 563 250 s;0;0;1
1.692 563 310 s;1;0;1
1.692 567 450 s;1;0;0
1.692 567 510 s;0;0;0
1.692 579 840 s;0;0;1
1.692 581 960 s;0;0;0
1.692 655 650 s;0;0;1
1.692 657 770 s;0;0;0
1.692 778 280 s;0;0;1
1.692 780 400 s;0;0;0
1.692 840 420 s;0;0;1
1.692 840 480 s;1;0;1
1.692 844 620 s;1;0;0
1.692 844 690 s;0;0;0
1.692 899 050 s;0;0;1
1.692 901 170 s;0;0;0
1.692 985 320 s;0;0;1
1.692 987 440 s;0;0;0
1.693 071 580 s;0;0;1
1.693 073 710 s;0;0;0
1.693 117 560 s;0;0;1
1.693 117 620 s;1;0;1
1.693 121 750 s;1;0;0
1.693 121 810 s;0;0;0
1.693 157 850 s;0;0;1
1.693 159 970 s;0;0;0
1.693 192 360 s;0;0;1
1.693 194 470 s;0;0;0
1.693 330 380 s;0;0;1
1.693 332 500 s;0;0;0
1.693 394 690 s;0;0;1
1.693 394 750 s;1;0;1
1.693 398 900 s;1;0;0
1.693 398 960 s;0;0;0
1.693 416 650 s;0;0;1
1.693 418 770 s;0;0;0
1.693 502 910 s;0;0;1
1.693 505 040 s;0;0;0
1.693 589 180 s;0;0;1
1.693 591 300 s;0;0;0
1.693 658 190 s;0;0;1
1.693 660 320 s;0;0;0
1.693 671 830 s;0;0;1
1.693 671 890 s;1;0;1
1.693 676 030 s;1;0;0
1.693 676 080 s;0;0;0
1.693 761 710 s;0;0;1
1.693 763 830 s;0;0;0
1.693 847 980 s;0;0;1
1.693 850 100 s;0;0;0
1.693 934 250 s;0;0;1
1.693 936 360 s;0;0;0
1.693 948 970 s;0;0;1
1.693 949 030 s;1;0;1
1.693 953 170 s;1;0;0
1.693 953 240 s;0;0;0
1.694 003 260 s;0;0;1
1.694 005 380 s;0;0;0
1.694 106 780 s;0;0;1
1.694 108 900 s;0;0;0
1.694 193 040 s;0;0;1
1.694 195 170 s;0;0;0
1.694 226 110 s;0;0;1
1.694 226 160 s;1;0;1
1.694 230 300 s;1;0;0
1.694 230 360 s;0;0;0
1.694 279 310 s;0;0;1
1.694 281 430 s;0;0;0
1.694 339 690 s;0;0;1
1.694 341 820 s;0;0;0
1.694 451 840 s;0;0;1
1.694 453 960 s;0;0;0
1.694 503 240 s;0;0;1
1.694 503 300 s;1;0;1
1.694 507 450 s;1;0;0
1.694 507 510 s;0;0;0
1.694 520 850 s;0;0;1
1.694 522 970 s;0;0;0
1.694 624 370 s;0;0;1
1.694 626 500 s;0;0;0
1.694 710 640 s;0;0;1
1.694 712 760 s;0;0;0
1.694 780 380 s;0;0;1
1.694 780 440 s;1;0;1
1.694 784 570 s;1;0;0
1.694 784 630 s;0;0;0
1.694 796 910 s;0;0;1
1.694 799 030 s;0;0;0
1.694 865 920 s;0;0;1
1.694 868 040 s;0;0;0
1.694 900 420 s;0;0;1
1.694 902 550 s;0;0;0
1.695 047 080 s;0;0;1
1.695 049 200 s;0;0;0
1.695 057 520 s;0;0;1
1.695 057 580 s;1;0;1
1.695 061 720 s;1;0;0
1.695 061 780 s;0;0;0
1.695 141 970 s;0;0;1
1.695 144 090 s;0;0;0
1.695 167 850 s;0;0;1
1.695 169 970 s;0;0;0
1.695 314 500 s;0;0;1
1.695 316 620 s;0;0;0
1.695 334 660 s;0;0;1
1.695 334 720 s;1;0;1
1.695 338 840 s;1;0;0
1.695 338 910 s;0;0;0
1.695 357 630 s;0;0;1
1.695 359 760 s;0;0;0
1.695 487 030 s;0;0;1
1.695 489 160 s;0;0;0
1.695 573 300 s;0;0;1
1.695 575 420 s;0;0;0
1.695 611 790 s;0;0;1
1.695 611 850 s;1;0;1
1.695 616 000 s;1;0;0
1.695 616 060 s;0;0;0
1.695 659 560 s;0;0;1
1.695 661 690 s;0;0;0
1.695 745 830 s;0;0;1
1.695 747 950 s;0;0;0
1.695 780 340 s;0;0;1
1.695 782 460 s;0;0;0
1.695 888 930 s;0;0;1
1.695 888 990 s;1;0;1
1.695 893 120 s;1;0;0
1.695 893 180 s;0;0;0
1.695 918 360 s;0;0;1
1.695 920 490 s;0;0;0
1.696 004 630 s;0;0;1
1.696 006 750 s;0;0;0
1.696 090 900 s;0;0;1
1.696 093 020 s;0;0;0
1.696 166 060 s;0;0;1
1.696 166 130 s;1;0;1
1.696 170 270 s;1;0;0
1.696 170 330 s;0;0;0
1.696 177 160 s;0;0;1
1.696 179 280 s;0;0;0
1.696 263 430 s;0;0;1
1.696 265 550 s;0;0;0
1.696 349 700 s;0;0;1
1.696 351 810 s;0;0;0
1.696 435 960 s;0;0;1
1.696 438 080 s;0;0;0
1.696 443 200 s;0;0;1
1.696 443 260 s;1;0;1
1.696 447 390 s;1;0;0
1.696 447 460 s;0;0;0
1.696 504 980 s;0;0;1
1.696 507 090 s;0;0;0
1.696 608 490 s;0;0;1
1.696 610 620 s;0;0;0
1.696 694 760 s;0;0;1
1.696 696 880 s;0;0;0
1.696 720 340 s;0;0;1
1.696 720 400 s;1;0;1
1.696 726 900 s;1;0;0
1.696 726 960 s;0;0;0
1.696 763 770 s;0;0;1
1.696 765 890 s;0;0;0
1.696 832 780 s;0;0;1
1.696 834 910 s;0;0;0
1.696 953 560 s;0;0;1
1.696 955 680 s;0;0;0
1.696 997 480 s;0;0;1
1.696 997 540 s;1;0;1
1.697 004 020 s;1;0;0
1.697 004 080 s;0;0;0
1.697 022 570 s;0;0;1
1.697 024 690 s;0;0;0
1.697 100 210 s;0;0;1
1.697 102 330 s;0;0;0
1.697 183 330 s;0;0;1
1.697 183 360 s;0;1;1
1.697 186 170 s;0;1;0
1.697 186 200 s;0;0;0
1.697 203 730 s;0;0;1
1.697 205 850 s;0;0;0
1.697 244 350 s;0;0;1
1.697 244 380 s;0;1;1
1.697 249 660 s;0;1;0
1.697 249 690 s;0;0;0
1.697 251 160 s;0;0;1
1.697 251 190 s;0;1;1
1.697 265 080 s;0;1;0
1.697 265 110 s;0;0;0
1.697 266 620 s;0;1;0
1.697 266 640 s;1;1;0
1.697 274 590 s;1;1;1
1.697 274 620 s;1;0;1
1.697 281 150 s;1;0;0
1.697 281 210 s;0;0;0
1.697 282 690 s;0;0;1
1.697 284 820 s;0;0;0
1.697 362 420 s;0;0;1
1.697 362 450 s;0;1;1
1.697 362 480 s;1;1;1
1.697 364 400 s;1;1;0
1.697 364 430 s;1;0;0
1.697 364 450 s;0;0;0
1.697 384 860 s;0;0;1
1.697 386 980 s;0;0;0
1.697 462 500 s;0;0;1
1.697 464 620 s;0;0;0
1.697 551 750 s;0;0;1
1.697 551 810 s;1;0;1
1.697 556 270 s;1;0;0
1.697 556 330 s;0;0;0
1.697 557 820 s;0;0;1
1.697 559 940 s;0;0;0
1.697 643 690 s;0;0;1
1.697 645 810 s;0;0;0
1.697 712 700 s;0;0;1
1.697 714 820 s;0;0;0
1.697 807 590 s;0;0;1
1.697 809 720 s;0;0;0
1.697 828 890 s;0;0;1
1.697 828 950 s;1;0;1
1.697 833 090 s;1;0;0
1.697 833 160 s;0;0;0
1.697 902 480 s;0;0;1
1.697 904 610 s;0;0;0
1.697 971 500 s;0;0;1
1.697 973 620 s;0;0;0
1.698 057 760 s;0;0;1
1.698 059 890 s;0;0;0
1.698 106 020 s;0;0;1
1.698 106 080 s;1;0;1
1.698 110 220 s;1;0;0
1.698 110 280 s;0;0;0
1.698 161 290 s;0;0;1
1.698 163 400 s;0;0;0
1.698 238 920 s;0;0;1
1.698 240 810 s;0;0;0
1.698 383 160 s;0;0;1
1.698 383 220 s;1;0;1
1.698 387 370 s;1;0;0
1.698 387 430 s;0;0;0
1.698 471 430 s;0;0;1
1.698 471 460 s;0;1;1
1.698 471 480 s;1;1;1
1.698 473 440 s;1;1;0
1.698 473 470 s;1;0;0
1.698 473 490 s;0;0;0
1.698 660 300 s;0;0;1
1.698 660 360 s;1;0;1
1.698 664 490 s;1;0;0
1.698 664 550 s;0;0;0
1.698 937 440 s;0;0;1
1.698 937 490 s;1;0;1
1.698 941 640 s;1;0;0
1.698 941 700 s;0;0;0
1.699 214 570 s;0;0;1
1.699 214 630 s;1;0;1
1.699 218 760 s;1;0;0
1.699 218 820 s;0;0;0
1.699 491 710 s;0;0;1
1.699 491 770 s;1;0;1
1.699 495 910 s;1;0;0
1.699 495 980 s;0;0;0
1.699 768 850 s;0;0;1
1.699 768 900 s;1;0;1
1.699 773 040 s;1;0;0
1.699 773 100 s;0;0;0
1.699 963 340 s;0;0;1
1.699 963 370 s;0;1;1
1.699 963 400 s;1;1;1
1.699 965 360 s;1;1;0
1.699 965 380 s;1;0;0
1.699 965 410 s;0;0;0
1.700 045 980 s;0;0;1
1.700 046 040 s;1;0;1
1.700 050 190 s;1;0;0
1.700 050 250 s;0;0;0
1.700 323 120 s;0;0;1
1.700 323 180 s;1;0;1
1.700 327 310 s;1;0;0
1.700 327 370 s;0;0;0
1.700 600 260 s;0;0;1
1.700 600 320 s;1;0;1
1.700 604 460 s;1;0;0
1.700 604 530 s;0;0;0
1.700 877 390 s;0;0;1
1.700 877 450 s;1;0;1
1.700 881 590 s;1;0;0
1.700 881 640 s;0;0;0
1.701 154 530 s;0;0;1
1.701 154 590 s;1;0;1
1.701 158 740 s;1;0;0
1.701 158 800 s;0;0;0
1.701 431 670 s;0;0;1
1.701 431 730 s;1;0;1
1.701 435 860 s;1;0;0
1.701 435 920 s;0;0;0
1.701 502 800 s;0;0;1
1.701 502 830 s;0;1;1
1.701 502 850 s;1;1;1
1.701 504 800 s;1;1;0
1.701 504 830 s;1;0;0
1.701 504 860 s;0;0;0
1.701 708 800 s;0;0;1
1.701 708 860 s;1;0;1
1.701 713 010 s;1;0;0
1.701 713 070 s;0;0;0
1.701 985 950 s;0;0;1
1.701 986 000 s;1;0;1
1.701 992 490 s;1;0;0
1.701 992 550 s;0;0;0
1.702 182 930 s;0;0;1
1.702 182 960 s;0;1;1
1.702 185 760 s;0;1;0
1.702 185 800 s;0;0;0
1.702 243 900 s;0;0;1
1.702 243 930 s;0;1;1
1.702 249 210 s;0;1;0
1.702 249 240 s;0;0;0
1.702 250 710 s;0;0;1
1.702 250 740 s;0;1;1
1.702 263 920 s;0;1;0
1.702 263 950 s;0;0;0
1.702 265 450 s;0;0;1
1.702 265 510 s;1;0;1
1.702 272 010 s;1;0;0
1.702 272 070 s;0;0;0
1.702 273 570 s;0;1;0
1.702 273 590 s;1;1;0
1.702 540 190 s;1;1;1
1.702 540 230 s;1;0;1
1.702 544 710 s;1;0;0
1.702 544 770 s;0;0;0
1.702 565 510 s;0;0;1
1.702 567 640 s;0;0;0
1.702 587 450 s;0;0;1
1.702 589 570 s;0;0;0
1.702 623 520 s;0;0;1
1.702 625 640 s;0;0;0
1.702 777 270 s;0;0;1
1.702 779 380 s;0;0;0
1.702 817 350 s;0;0;1
1.702 817 420 s;1;0;1
1.702 821 560 s;1;0;0
1.702 821 620 s;0;0;0
1.702 906 670 s;0;0;1
1.702 908 780 s;0;0;0
1.702 991 170 s;0;0;1
1.702 991 200 s;0;1;1
1.702 991 230 s;1;1;1
1.702 992 540 s;1;1;0
1.702 992 570 s;1;0;0
1.702 992 590 s;0;0;0
1.702 994 060 s;0;0;1
1.702 996 180 s;0;0;0
1.703 079 200 s;0;0;1
1.703 081 320 s;0;0;0
1.703 094 490 s;0;0;1
1.703 094 550 s;1;0;1
1.703 098 680 s;1;0;0
1.703 098 750 s;0;0;0
1.703 165 460 s;0;0;1
1.703 167 590 s;0;0;0
1.703 199 970 s;0;0;1
1.703 202 090 s;0;0;0
1.703 337 990 s;0;0;1
1.703 340 120 s;0;0;0
1.703 371 630 s;0;0;1
1.703 371 690 s;1;0;1
1.703 375 840 s;1;0;0
1.703 375 890 s;0;0;0
1.703 424 260 s;0;0;1
1.703 426 380 s;0;0;0
1.703 510 530 s;0;0;1
1.703 512 650 s;0;0;0
1.703 596 790 s;0;0;1
1.703 598 920 s;0;0;0
1.703 648 770 s;0;0;1
1.703 648 830 s;1;0;1
1.703 652 960 s;1;0;0
1.703 653 020 s;0;0;0
1.703 665 810 s;0;0;1
1.703 667 920 s;0;0;0
1.703 769 320 s;0;0;1
1.703 771 450 s;0;0;0
1.703 855 590 s;0;0;1
1.703 857 710 s;0;0;0
1.703 925 900 s;0;0;1
1.703 925 960 s;1;0;1
1.703 930 110 s;1;0;0
1.703 930 170 s;0;0;0
1.703 941 860 s;0;0;1
1.703 943 980 s;0;0;0
1.703 987 860 s;0;0;1
1.703 987 890 s;0;1;1
1.703 989 420 s;0;1;0
1.703 989 460 s;0;0;0
1.704 010 870 s;0;0;1
1.704 012 990 s;0;0;0
1.704 114 390 s;0;0;1
1.704 116 510 s;0;0;0
1.704 200 650 s;0;0;1
1.704 203 070 s;1;0;1
1.704 207 200 s;1;0;0
1.704 207 260 s;0;0;0
1.704 288 790 s;0;0;1
1.704 290 910 s;0;0;0
1.704 340 550 s;0;0;1
1.704 342 680 s;0;0;0
1.704 392 310 s;0;0;1
1.704 394 440 s;0;0;0
1.704 480 180 s;0;0;1
1.704 480 240 s;1;0;1
1.704 484 380 s;1;0;0
1.704 484 440 s;0;0;0
1.704 530 340 s;0;0;1
1.704 532 460 s;0;0;0
1.704 564 840 s;0;0;1
1.704 566 970 s;0;0;0
1.704 720 120 s;0;0;1
1.704 722 250 s;0;0;0
1.704 757 310 s;0;0;1
1.704 757 370 s;1;0;1
1.704 761 500 s;1;0;0
1.704 761 570 s;0;0;0
1.704 806 390 s;0;0;1
1.704 808 510 s;0;0;0
1.704 875 400 s;0;0;1
1.704 877 520 s;0;0;0
1.704 961 670 s;0;0;1
1.704 963 790 s;0;0;0
1.705 034 450 s;0;0;1
1.705 034 510 s;1;0;1
1.705 038 660 s;1;0;0
1.705 038 720 s;0;0;0
1.705 065 190 s;0;0;1
1.705 067 310 s;0;0;0
1.705 091 070 s;0;0;1
1.705 093 190 s;0;0;0
1.705 237 720 s;0;0;1
1.705 239 840 s;0;0;0
1.705 280 850 s;0;0;1
1.705 282 970 s;0;0;0
1.705 311 590 s;0;0;1
1.705 311 650 s;1;0;1
1.705 315 780 s;1;0;0
1.705 315 840 s;0;0;0
1.705 410 250 s;0;0;1
1.705 412 370 s;0;0;0
1.705 469 350 s;0;0;1
1.705 469 380 s;0;1;1
1.705 471 550 s;0;1;0
1.705 471 580 s;0;0;0
1.705 496 520 s;0;0;1
1.705 498 640 s;0;0;0
1.705 539 780 s;0;0;1
1.705 539 810 s;0;1;1
1.705 541 340 s;0;1;0
1.705 541 370 s;0;0;0
1.705 582 780 s;0;0;1
1.705 584 900 s;0;0;0
1.705 588 730 s;0;0;1
1.705 588 780 s;1;0;1
1.705 592 930 s;1;0;0
1.705 592 990 s;0;0;0
1.705 651 800 s;0;0;1
1.705 653 920 s;0;0;0
1.705 746 690 s;0;0;1
1.705 748 810 s;0;0;0
1.705 824 330 s;0;0;1
1.705 826 450 s;0;0;0
1.705 865 860 s;0;0;1
1.705 865 920 s;1;0;1
1.705 870 060 s;1;0;0
1.705 870 110 s;0;0;0
1.705 927 850 s;0;0;1
1.705 929 970 s;0;0;0
1.706 014 110 s;0;0;1
1.706 016 230 s;0;0;0
1.706 100 380 s;0;0;1
1.706 102 500 s;0;0;0
1.706 143 000 s;0;0;1
1.706 143 060 s;1;0;1
1.706 147 200 s;1;0;0
1.706 147 260 s;0;0;0
1.706 186 650 s;0;0;1
1.706 188 770 s;0;0;0
1.706 272 910 s;0;0;1
1.706 275 030 s;0;0;0
1.706 359 180 s;0;0;1
1.706 361 300 s;0;0;0
1.706 420 140 s;0;0;1
1.706 420 190 s;1;0;1
1.706 424 330 s;1;0;0
1.706 424 390 s;0;0;0
1.706 445 450 s;0;0;1
1.706 447 560 s;0;0;0
1.706 531 710 s;0;0;1
1.706 533 830 s;0;0;0
1.706 548 960 s;0;0;1
1.706 551 090 s;0;0;0
1.706 686 990 s;0;0;1
1.706 689 110 s;0;0;0
1.706 697 270 s;0;0;1
1.706 697 330 s;1;0;1
1.706 701 480 s;1;0;0
1.706 701 540 s;0;0;0
1.706 790 510 s;0;0;1
1.706 792 630 s;0;0;0
1.706 876 780 s;0;0;1
1.706 878 900 s;0;0;0
1.706 963 040 s;0;0;1
1.706 965 170 s;0;0;0
1.706 974 410 s;0;0;1
1.706 974 470 s;1;0;1
1.706 980 960 s;1;0;0
1.706 981 020 s;0;0;0
1.707 044 940 s;0;0;1
1.707 044 970 s;0;1;1
1.707 047 130 s;0;1;0
1.707 047 160 s;0;0;0
1.707 049 310 s;0;0;1
1.707 051 430 s;0;0;0
1.707 115 360 s;0;0;1
1.707 115 390 s;0;1;1
1.707 116 930 s;0;1;0
1.707 116 960 s;0;0;0
1.707 135 570 s;0;0;1
1.707 137 700 s;0;0;0
1.707 170 080 s;0;0;1
1.707 172 200 s;0;0;0
1.707 182 550 s;0;0;1
1.707 182 580 s;0;1;1
1.707 185 390 s;0;1;0
1.707 185 410 s;0;0;0
1.707 239 100 s;0;0;1
1.707 241 210 s;0;0;0
1.707 243 450 s;0;0;1
1.707 243 480 s;0;1;1
1.707 248 760 s;0;1;0
1.707 248 780 s;0;0;0
1.707 250 260 s;0;0;1
1.707 250 290 s;0;1;1
1.707 263 470 s;0;1;0
1.707 263 500 s;0;0;0
1.707 265 000 s;0;0;1
1.707 265 060 s;1;0;1
1.707 271 560 s;1;0;0
1.707 271 630 s;0;0;0
1.707 273 110 s;0;1;0
1.707 273 140 s;1;1;0
1.707 394 350 s;1;1;1
1.707 394 380 s;1;0;1
1.707 394 400 s;0;0;1
1.707 396 460 s;0;0;0
1.707 411 600 s;0;0;1
1.707 413 720 s;0;0;0
1.707 528 660 s;0;0;1
1.707 528 710 s;1;0;1
1.707 533 180 s;1;0;0
1.707 533 240 s;0;0;0
1.707 558 280 s;0;0;1
1.707 560 400 s;0;0;0
1.707 653 170 s;0;0;1
1.707 655 300 s;0;0;0
1.707 739 440 s;0;0;1
1.707 741 560 s;0;0;0
1.707 805 820 s;0;0;1
1.707 805 880 s;1;0;1
1.707 810 030 s;1;0;0
1.707 810 090 s;0;0;0
1.707 825 710 s;0;0;1
1.707 827 820 s;0;0;0
1.707 911 970 s;0;0;1
1.707 914 090 s;0;0;0
1.707 980 980 s;0;0;1
1.707 982 870 s;0;0;0
1.708 082 960 s;0;0;1
1.708 083 020 s;1;0;1
1.708 087 150 s;1;0;0
1.708 087 210 s;0;0;0
1.708 222 330 s;0;0;1
1.708 222 360 s;0;1;1
1.708 224 520 s;0;1;0
1.708 224 550 s;0;0;0
1.708 292 740 s;0;0;1
1.708 292 770 s;0;1;1
1.708 294 310 s;0;1;0
1.708 294 340 s;0;0;0
1.708 360 090 s;0;0;1
1.708 360 150 s;1;0;1
1.708 364 300 s;1;0;0
1.708 364 360 s;0;0;0
1.708 637 240 s;0;0;1
1.708 637 290 s;1;0;1
1.708 641 430 s;1;0;0
1.708 641 490 s;0;0;0
1.708 914 370 s;0;0;1
1.708 914 430 s;1;0;1
1.708 918 580 s;1;0;0
1.708 918 640 s;0;0;0
1.709 191 510 s;0;0;1
1.709 191 570 s;1;0;1
